onset	duration	label	type	connector	trial	unusable_trial	classification	comments
0	0	ecog_L101		0	94	0		
0	0	ecog_L101		0	95	0		
0	0	ecog_L101		0	96	0		
0	0	ecog_L101		0	97	0		
0	0	ecog_L101		0	98	0		
0	0	ecog_L101		0	99	0		
0	0	ecog_L101		0	100	0		
0	0	ecog_L101		0	101	0		
0	0	ecog_L101		0	102	0		
0	0	ecog_L101		0	103	0		
0	0	ecog_L101		0	104	0		
0	0	ecog_L101		0	105	0		
0	0	ecog_L101		0	106	0		
0	0	ecog_L101		0	107	0		
0	0	ecog_L101		0	108	0		
0	0	ecog_L101		0	109	0		
0	0	ecog_L101		0	110	0		
0	0	ecog_L101		0	111	0		
0	0	ecog_L101		0	112	0		
0	0	ecog_L101		0	113	0		
0	0	ecog_L101		0	114	0		
0	0	ecog_L101		0	115	0		
0	0	ecog_L101		0	116	0		
0	0	ecog_L101		0	117	0		
0	0	ecog_L101		0	118	0		
0	0	ecog_L101		0	119	0		
0	0	ecog_L101		0	120	0		
0	0	ecog_L101		0	121	0		
0	0	ecog_L101		0	122	0		
0	0	ecog_L101		0	123	0		
0	0	ecog_L101		0	124	0		
0	0	ecog_L101		0	125	0		
0	0	ecog_L101		0	126	0		
0	0	ecog_L101		0	127	0		
0	0	ecog_L101		0	128	0		
0	0	ecog_L101		0	129	0		
0	0	ecog_L101		0	130	0		
0	0	ecog_L101		0	131	0		
0	0	ecog_L101		0	132	0		
0	0	ecog_L101		0	133	0		
0	0	ecog_L101		0	134	0		
0	0	ecog_L101		0	135	0		
0	0	ecog_L101		0	136	0		
0	0	ecog_L101		0	137	0		
0	0	ecog_L101		0	138	0		
0	0	ecog_L101		0	139	0		
0	0	ecog_L101		0	140	0		
0	0	ecog_L101		0	141	0		
0	0	ecog_L101		0	142	0		
0	0	ecog_L101		0	143	0		
0	0	ecog_L101		0	144	0		
0	0	ecog_L102		0	1	0		
0	0	ecog_L102		0	2	0		
0	0	ecog_L102		0	3	0		
0	0	ecog_L102		0	4	0		
0	0	ecog_L102		0	5	0		
0	0	ecog_L102		0	6	0		
0	0	ecog_L102		0	7	0		
0	0	ecog_L102		0	8	0		
0	0	ecog_L102		0	9	0		
0	0	ecog_L102		0	10	0		
0	0	ecog_L102		0	11	0		
0	0	ecog_L102		0	12	0		
0	0	ecog_L102		0	13	0		
0	0	ecog_L102		0	14	0		
0	0	ecog_L102		0	15	0		
0	0	ecog_L102		0	16	0		
0	0	ecog_L102		0	17	0		
0	0	ecog_L102		0	18	0		
0	0	ecog_L102		0	19	0		
0	0	ecog_L102		0	20	0		
0	0	ecog_L102		0	21	0		
0	0	ecog_L102		0	22	0		
0	0	ecog_L102		0	23	0		
0	0	ecog_L102		0	24	0		
0	0	ecog_L102		0	25	0		
0	0	ecog_L102		0	26	0		
0	0	ecog_L102		0	27	0		
0	0	ecog_L102		0	28	0		
0	0	ecog_L102		0	29	0		
0	0	ecog_L102		0	30	0		
0	0	ecog_L102		0	31	0		
0	0	ecog_L102		0	32	0		
0	0	ecog_L102		0	33	0		
0	0	ecog_L102		0	34	0		
0	0	ecog_L102		0	35	0		
0	0	ecog_L102		0	36	0		
0	0	ecog_L102		0	37	0		
0	0	ecog_L102		0	38	0		
0	0	ecog_L102		0	39	0		
0	0	ecog_L102		0	40	0		
0	0	ecog_L102		0	41	0		
0	0	ecog_L102		0	42	0		
0	0	ecog_L102		0	43	0		
0	0	ecog_L102		0	44	0		
0	0	ecog_L102		0	45	0		
0	0	ecog_L102		0	46	0		
0	0	ecog_L102		0	47	0		
0	0	ecog_L102		0	48	0		
0	0	ecog_L102		0	49	0		
0	0	ecog_L102		0	50	0		
0	0	ecog_L102		0	51	0		
0	0	ecog_L102		0	52	0		
0	0	ecog_L102		0	53	0		
0	0	ecog_L102		0	54	0		
0	0	ecog_L102		0	55	0		
0	0	ecog_L102		0	56	0		
0	0	ecog_L102		0	57	0		
0	0	ecog_L102		0	58	0		
0	0	ecog_L102		0	59	0		
0	0	ecog_L102		0	60	0		
0	0	ecog_L102		0	61	0		
0	0	ecog_L102		0	62	0		
0	0	ecog_L102		0	63	0		
0	0	ecog_L102		0	64	0		
0	0	ecog_L102		0	65	0		
0	0	ecog_L102		0	66	0		
0	0	ecog_L102		0	67	0		
0	0	ecog_L102		0	68	0		
0	0	ecog_L102		0	69	0		
0	0	ecog_L102		0	70	0		
0	0	ecog_L102		0	71	0		
0	0	ecog_L102		0	72	0		
0	0	ecog_L102		0	73	0		
0	0	ecog_L102		0	74	0		
0	0	ecog_L102		0	75	0		
0	0	ecog_L102		0	76	0		
0	0	ecog_L102		0	77	0		
0	0	ecog_L102		0	78	0		
0	0	ecog_L102		0	79	0		
0	0	ecog_L102		0	80	0		
0	0	ecog_L102		0	81	0		
0	0	ecog_L102		0	82	0		
0	0	ecog_L102		0	83	0		
0	0	ecog_L102		0	84	0		
0	0	ecog_L102		0	85	0		
0	0	ecog_L102		0	86	0		
0	0	ecog_L102		0	87	0		
0	0	ecog_L102		0	88	0		
0	0	ecog_L102		0	89	0		
0	0	ecog_L102		0	90	0		
0	0	ecog_L102		0	91	0		
0	0	ecog_L102		0	92	0		
0	0	ecog_L102		0	93	0		
0	0	ecog_L102		0	94	0		
0	0	ecog_L102		0	95	0		
0	0	ecog_L102		0	96	0		
0	0	ecog_L102		0	97	0		
0	0	ecog_L102		0	98	0		
0	0	ecog_L102		0	99	0		
0	0	ecog_L102		0	100	0		
0	0	ecog_L102		0	101	0		
0	0	ecog_L102		0	102	0		
0	0	ecog_L102		0	103	0		
0	0	ecog_L102		0	104	0		
0	0	ecog_L102		0	105	0		
0	0	ecog_L102		0	106	0		
0	0	ecog_L102		0	107	0		
0	0	ecog_L102		0	108	0		
0	0	ecog_L102		0	109	0		
0	0	ecog_L102		0	110	0		
0	0	ecog_L102		0	111	0		
0	0	ecog_L102		0	112	0		
0	0	ecog_L102		0	113	0		
0	0	ecog_L102		0	114	0		
0	0	ecog_L102		0	115	0		
0	0	ecog_L102		0	116	0		
0	0	ecog_L102		0	117	0		
0	0	ecog_L102		0	118	0		
0	0	ecog_L102		0	119	0		
0	0	ecog_L102		0	120	0		
0	0	ecog_L102		0	121	0		
0	0	ecog_L102		0	122	0		
0	0	ecog_L102		0	123	0		
0	0	ecog_L102		0	124	0		
0	0	ecog_L102		0	125	0		
0	0	ecog_L102		0	126	0		
0	0	ecog_L102		0	127	0		
0	0	ecog_L102		0	128	0		
0	0	ecog_L102		0	129	0		
0	0	ecog_L102		0	130	0		
0	0	ecog_L102		0	131	0		
0	0	ecog_L102		0	132	0		
0	0	ecog_L102		0	133	0		
0	0	ecog_L102		0	134	0		
0	0	ecog_L102		0	135	0		
0	0	ecog_L102		0	136	0		
0	0	ecog_L102		0	137	0		
0	0	ecog_L102		0	138	0		
0	0	ecog_L102		0	139	0		
0	0	ecog_L102		0	140	0		
0	0	ecog_L102		0	141	0		
0	0	ecog_L102		0	142	0		
0	0	ecog_L102		0	143	0		
0	0	ecog_L102		0	144	0		
0	0	ecog_L103		0	1	0		
0	0	ecog_L103		0	2	0		
0	0	ecog_L103		0	3	0		
0	0	ecog_L103		0	4	0		
0	0	ecog_L103		0	5	0		
0	0	ecog_L103		0	6	0		
0	0	ecog_L103		0	7	0		
0	0	ecog_L103		0	8	0		
0	0	ecog_L103		0	9	0		
0	0	ecog_L103		0	10	0		
0	0	ecog_L103		0	11	0		
0	0	ecog_L103		0	12	0		
0	0	ecog_L103		0	13	0		
0	0	ecog_L103		0	14	0		
0	0	ecog_L103		0	15	0		
0	0	ecog_L103		0	16	0		
0	0	ecog_L103		0	17	0		
0	0	ecog_L103		0	18	0		
0	0	ecog_L103		0	19	0		
0	0	ecog_L103		0	20	0		
0	0	ecog_L103		0	21	0		
0	0	ecog_L103		0	22	0		
0	0	ecog_L103		0	23	0		
0	0	ecog_L103		0	24	0		
0	0	ecog_L103		0	25	0		
0	0	ecog_L103		0	26	0		
0	0	ecog_L103		0	27	0		
0	0	ecog_L103		0	28	0		
0	0	ecog_L103		0	29	0		
0	0	ecog_L103		0	30	0		
0	0	ecog_L103		0	31	0		
0	0	ecog_L103		0	32	0		
0	0	ecog_L103		0	33	0		
0	0	ecog_L103		0	34	0		
0	0	ecog_L103		0	35	0		
0	0	ecog_L103		0	36	0		
0	0	ecog_L103		0	37	0		
0	0	ecog_L103		0	38	0		
0	0	ecog_L103		0	39	0		
0	0	ecog_L103		0	40	0		
0	0	ecog_L103		0	41	0		
0	0	ecog_L103		0	42	0		
0	0	ecog_L103		0	43	0		
0	0	ecog_L103		0	44	0		
0	0	ecog_L103		0	45	0		
0	0	ecog_L103		0	46	0		
0	0	ecog_L103		0	47	0		
0	0	ecog_L103		0	48	0		
0	0	ecog_L103		0	49	0		
0	0	ecog_L103		0	50	0		
0	0	ecog_L103		0	51	0		
0	0	ecog_L103		0	52	0		
0	0	ecog_L103		0	53	0		
0	0	ecog_L103		0	54	0		
0	0	ecog_L103		0	55	0		
0	0	ecog_L103		0	56	0		
0	0	ecog_L103		0	57	0		
0	0	ecog_L103		0	58	0		
0	0	ecog_L103		0	59	0		
0	0	ecog_L103		0	60	0		
0	0	ecog_L103		0	61	0		
0	0	ecog_L103		0	62	0		
0	0	ecog_L103		0	63	0		
0	0	ecog_L103		0	64	0		
0	0	ecog_L103		0	65	0		
0	0	ecog_L103		0	66	0		
0	0	ecog_L103		0	67	0		
0	0	ecog_L103		0	68	0		
0	0	ecog_L103		0	69	0		
0	0	ecog_L103		0	70	0		
0	0	ecog_L103		0	71	0		
0	0	ecog_L103		0	72	0		
0	0	ecog_L103		0	73	0		
0	0	ecog_L103		0	74	0		
0	0	ecog_L103		0	75	0		
0	0	ecog_L103		0	76	0		
0	0	ecog_L103		0	77	0		
0	0	ecog_L103		0	78	0		
0	0	ecog_L103		0	79	0		
0	0	ecog_L103		0	80	0		
0	0	ecog_L103		0	81	0		
0	0	ecog_L103		0	82	0		
0	0	ecog_L103		0	83	0		
0	0	ecog_L103		0	84	0		
0	0	ecog_L103		0	85	0		
0	0	ecog_L103		0	86	0		
0	0	ecog_L103		0	87	0		
0	0	ecog_L103		0	88	0		
0	0	ecog_L103		0	89	0		
0	0	ecog_L103		0	90	0		
0	0	ecog_L103		0	91	0		
0	0	ecog_L103		0	92	0		
0	0	ecog_L103		0	93	0		
0	0	ecog_L103		0	94	0		
0	0	ecog_L103		0	95	0		
0	0	ecog_L103		0	96	0		
0	0	ecog_L103		0	97	0		
0	0	ecog_L103		0	98	0		
0	0	ecog_L103		0	99	0		
0	0	ecog_L103		0	100	0		
0	0	ecog_L103		0	101	0		
0	0	ecog_L103		0	102	0		
0	0	ecog_L103		0	103	0		
0	0	ecog_L103		0	104	0		
0	0	ecog_L103		0	105	0		
0	0	ecog_L103		0	106	0		
0	0	ecog_L103		0	107	0		
0	0	ecog_L103		0	108	0		
0	0	ecog_L103		0	109	0		
0	0	ecog_L103		0	110	0		
0	0	ecog_L103		0	111	0		
0	0	ecog_L103		0	112	0		
0	0	ecog_L103		0	113	0		
0	0	ecog_L103		0	114	0		
0	0	ecog_L103		0	115	0		
0	0	ecog_L103		0	116	0		
0	0	ecog_L103		0	117	0		
0	0	ecog_L103		0	118	0		
0	0	ecog_L103		0	119	0		
0	0	ecog_L103		0	120	0		
0	0	ecog_L103		0	121	0		
0	0	ecog_L103		0	122	0		
0	0	ecog_L103		0	123	0		
0	0	ecog_L103		0	124	0		
0	0	ecog_L103		0	125	0		
0	0	ecog_L103		0	126	0		
0	0	ecog_L103		0	127	0		
0	0	ecog_L103		0	128	0		
0	0	ecog_L103		0	129	0		
0	0	ecog_L103		0	130	0		
0	0	ecog_L103		0	131	0		
0	0	ecog_L103		0	132	0		
0	0	ecog_L103		0	133	0		
0	0	ecog_L103		0	134	0		
0	0	ecog_L103		0	135	0		
0	0	ecog_L103		0	136	0		
0	0	ecog_L103		0	137	0		
0	0	ecog_L103		0	138	0		
0	0	ecog_L103		0	139	0		
0	0	ecog_L103		0	140	0		
0	0	ecog_L103		0	141	0		
0	0	ecog_L103		0	142	0		
0	0	ecog_L103		0	143	0		
0	0	ecog_L103		0	144	0		
0	0	ecog_L104		0	1	0		
0	0	ecog_L104		0	2	0		
0	0	ecog_L104		0	3	0		
0	0	ecog_L104		0	4	0		
0	0	ecog_L104		0	5	0		
0	0	ecog_L104		0	6	0		
0	0	ecog_L104		0	7	0		
0	0	ecog_L104		0	8	0		
0	0	ecog_L104		0	9	0		
0	0	ecog_L104		0	10	0		
0	0	ecog_L104		0	11	0		
0	0	ecog_L104		0	12	0		
0	0	ecog_L104		0	13	0		
0	0	ecog_L104		0	14	0		
0	0	ecog_L104		0	15	0		
0	0	ecog_L104		0	16	0		
0	0	ecog_L104		0	17	0		
0	0	ecog_L104		0	18	0		
0	0	ecog_L104		0	19	0		
0	0	ecog_L104		0	20	0		
0	0	ecog_L104		0	21	0		
0	0	ecog_L104		0	22	0		
0	0	ecog_L104		0	23	0		
0	0	ecog_L104		0	24	0		
0	0	ecog_L104		0	25	0		
0	0	ecog_L104		0	26	0		
0	0	ecog_L104		0	27	0		
0	0	ecog_L104		0	28	0		
0	0	ecog_L104		0	29	0		
0	0	ecog_L104		0	30	0		
0	0	ecog_L104		0	31	0		
0	0	ecog_L104		0	32	0		
0	0	ecog_L104		0	33	0		
0	0	ecog_L104		0	34	0		
0	0	ecog_L104		0	35	0		
0	0	ecog_L104		0	36	0		
0	0	ecog_L104		0	37	0		
0	0	ecog_L104		0	38	0		
0	0	ecog_L104		0	39	0		
0	0	ecog_L104		0	40	0		
0	0	ecog_L104		0	41	0		
0	0	ecog_L104		0	42	0		
0	0	ecog_L104		0	43	0		
0	0	ecog_L104		0	44	0		
0	0	ecog_L104		0	45	0		
0	0	ecog_L104		0	46	0		
0	0	ecog_L104		0	47	0		
0	0	ecog_L104		0	48	0		
0	0	ecog_L104		0	49	0		
0	0	ecog_L104		0	50	0		
0	0	ecog_L104		0	51	0		
0	0	ecog_L104		0	52	0		
0	0	ecog_L104		0	53	0		
0	0	ecog_L104		0	54	0		
0	0	ecog_L104		0	55	0		
0	0	ecog_L104		0	56	0		
0	0	ecog_L104		0	57	0		
0	0	ecog_L104		0	58	0		
0	0	ecog_L104		0	59	0		
0	0	ecog_L104		0	60	0		
0	0	ecog_L104		0	61	0		
0	0	ecog_L104		0	62	0		
0	0	ecog_L104		0	63	0		
0	0	ecog_L104		0	64	0		
0	0	ecog_L104		0	65	0		
0	0	ecog_L104		0	66	0		
0	0	ecog_L104		0	67	0		
0	0	ecog_L104		0	68	0		
0	0	ecog_L104		0	69	0		
0	0	ecog_L104		0	70	0		
0	0	ecog_L104		0	71	0		
0	0	ecog_L104		0	72	0		
0	0	ecog_L104		0	73	0		
0	0	ecog_L104		0	74	0		
0	0	ecog_L104		0	75	0		
0	0	ecog_L104		0	76	0		
0	0	ecog_L104		0	77	0		
0	0	ecog_L104		0	78	0		
0	0	ecog_L104		0	79	0		
0	0	ecog_L104		0	80	0		
0	0	ecog_L104		0	81	0		
0	0	ecog_L104		0	82	0		
0	0	ecog_L104		0	83	0		
0	0	ecog_L104		0	84	0		
0	0	ecog_L104		0	85	0		
0	0	ecog_L104		0	86	0		
0	0	ecog_L104		0	87	0		
0	0	ecog_L104		0	88	0		
0	0	ecog_L104		0	89	0		
0	0	ecog_L104		0	90	0		
0	0	ecog_L104		0	91	0		
0	0	ecog_L104		0	92	0		
0	0	ecog_L104		0	93	0		
0	0	ecog_L104		0	94	0		
0	0	ecog_L104		0	95	0		
0	0	ecog_L104		0	96	0		
0	0	ecog_L104		0	97	0		
0	0	ecog_L104		0	98	0		
0	0	ecog_L104		0	99	0		
0	0	ecog_L104		0	100	0		
0	0	ecog_L104		0	101	0		
0	0	ecog_L104		0	102	0		
0	0	ecog_L104		0	103	0		
0	0	ecog_L104		0	104	0		
0	0	ecog_L104		0	105	0		
0	0	ecog_L104		0	106	0		
0	0	ecog_L104		0	107	0		
0	0	ecog_L104		0	108	0		
0	0	ecog_L104		0	109	0		
0	0	ecog_L104		0	110	0		
0	0	ecog_L104		0	111	0		
0	0	ecog_L104		0	112	0		
0	0	ecog_L104		0	113	0		
0	0	ecog_L104		0	114	0		
0	0	ecog_L104		0	115	0		
0	0	ecog_L104		0	116	0		
0	0	ecog_L104		0	117	0		
0	0	ecog_L104		0	118	0		
0	0	ecog_L104		0	119	0		
0	0	ecog_L104		0	120	0		
0	0	ecog_L104		0	121	0		
0	0	ecog_L104		0	122	0		
0	0	ecog_L104		0	123	0		
0	0	ecog_L104		0	124	0		
0	0	ecog_L104		0	125	0		
0	0	ecog_L104		0	126	0		
0	0	ecog_L104		0	127	0		
0	0	ecog_L104		0	128	0		
0	0	ecog_L104		0	129	0		
0	0	ecog_L104		0	130	0		
0	0	ecog_L104		0	131	0		
0	0	ecog_L104		0	132	0		
0	0	ecog_L104		0	133	0		
0	0	ecog_L104		0	134	0		
0	0	ecog_L104		0	135	0		
0	0	ecog_L104		0	136	0		
0	0	ecog_L104		0	137	0		
0	0	ecog_L104		0	138	0		
0	0	ecog_L104		0	139	0		
0	0	ecog_L104		0	140	0		
0	0	ecog_L104		0	141	0		
0	0	ecog_L104		0	142	0		
0	0	ecog_L104		0	143	0		
0	0	ecog_L104		0	144	0		
0	0	ecog_L105		0	1	0		
0	0	ecog_L105		0	2	0		
63251.5137785723	0.554085127478174	ecog_L105	ECOG	1	3	0	clean	1
NaN	NaN	ecog_L105	ECOG	1	4	1	clean	2
63264.5501262482	0.633280829657451	ecog_L105	ECOG	1	5	0	clean	3
0	0	ecog_L105		0	6	0		
0	0	ecog_L105		0	7	0		
0	0	ecog_L105		0	8	0		
0	0	ecog_L105		0	9	0		
0	0	ecog_L105		0	10	0		
0	0	ecog_L105		0	11	0		
0	0	ecog_L105		0	12	0		
0	0	ecog_L105		0	13	0		
0	0	ecog_L105		0	14	0		
0	0	ecog_L105		0	15	0		
0	0	ecog_L105		0	16	0		
0	0	ecog_L105		0	17	0		
0	0	ecog_L105		0	18	0		
0	0	ecog_L105		0	19	0		
0	0	ecog_L105		0	20	0		
0	0	ecog_L105		0	21	0		
0	0	ecog_L105		0	22	0		
0	0	ecog_L105		0	23	0		
0	0	ecog_L105		0	24	0		
0	0	ecog_L105		0	25	0		
0	0	ecog_L105		0	26	0		
0	0	ecog_L105		0	27	0		
0	0	ecog_L105		0	28	0		
0	0	ecog_L105		0	29	0		
0	0	ecog_L105		0	30	0		
0	0	ecog_L105		0	31	0		
0	0	ecog_L105		0	32	0		
0	0	ecog_L105		0	33	0		
0	0	ecog_L105		0	34	0		
0	0	ecog_L105		0	35	0		
0	0	ecog_L105		0	36	0		
0	0	ecog_L105		0	37	0		
0	0	ecog_L105		0	38	0		
0	0	ecog_L105		0	39	0		
0	0	ecog_L105		0	40	0		
0	0	ecog_L105		0	41	0		
0	0	ecog_L105		0	42	0		
0	0	ecog_L105		0	43	0		
0	0	ecog_L105		0	44	0		
0	0	ecog_L105		0	45	0		
0	0	ecog_L105		0	46	0		
0	0	ecog_L105		0	47	0		
0	0	ecog_L105		0	48	0		
0	0	ecog_L105		0	49	0		
0	0	ecog_L105		0	50	0		
0	0	ecog_L105		0	51	0		
0	0	ecog_L105		0	52	0		
0	0	ecog_L105		0	53	0		
0	0	ecog_L105		0	54	0		
0	0	ecog_L105		0	55	0		
0	0	ecog_L105		0	56	0		
0	0	ecog_L105		0	57	0		
0	0	ecog_L105		0	58	0		
0	0	ecog_L105		0	59	0		
0	0	ecog_L105		0	60	0		
0	0	ecog_L105		0	61	0		
0	0	ecog_L105		0	62	0		
0	0	ecog_L105		0	63	0		
0	0	ecog_L105		0	64	0		
0	0	ecog_L105		0	65	0		
0	0	ecog_L105		0	66	0		
0	0	ecog_L105		0	67	0		
0	0	ecog_L105		0	68	0		
0	0	ecog_L105		0	69	0		
0	0	ecog_L105		0	70	0		
0	0	ecog_L105		0	71	0		
0	0	ecog_L105		0	72	0		
0	0	ecog_L105		0	73	0		
0	0	ecog_L105		0	74	0		
0	0	ecog_L105		0	75	0		
0	0	ecog_L105		0	76	0		
0	0	ecog_L105		0	77	0		
0	0	ecog_L105		0	78	0		
0	0	ecog_L105		0	79	0		
0	0	ecog_L105		0	80	0		
0	0	ecog_L105		0	81	0		
0	0	ecog_L105		0	82	0		
0	0	ecog_L105		0	83	0		
0	0	ecog_L105		0	84	0		
0	0	ecog_L105		0	85	0		
0	0	ecog_L105		0	86	0		
0	0	ecog_L105		0	87	0		
0	0	ecog_L105		0	88	0		
0	0	ecog_L105		0	89	0		
0	0	ecog_L105		0	90	0		
0	0	ecog_L105		0	91	0		
0	0	ecog_L105		0	92	0		
0	0	ecog_L105		0	93	0		
0	0	ecog_L105		0	94	0		
0	0	ecog_L105		0	95	0		
0	0	ecog_L105		0	96	0		
0	0	ecog_L105		0	97	0		
0	0	ecog_L105		0	98	0		
0	0	ecog_L105		0	99	0		
0	0	ecog_L105		0	100	0		
0	0	ecog_L105		0	101	0		
0	0	ecog_L105		0	102	0		
0	0	ecog_L105		0	103	0		
0	0	ecog_L105		0	104	0		
0	0	ecog_L105		0	105	0		
0	0	ecog_L105		0	106	0		
0	0	ecog_L105		0	107	0		
0	0	ecog_L105		0	108	0		
0	0	ecog_L105		0	109	0		
0	0	ecog_L105		0	110	0		
0	0	ecog_L105		0	111	0		
0	0	ecog_L105		0	112	0		
0	0	ecog_L105		0	113	0		
0	0	ecog_L105		0	114	0		
0	0	ecog_L105		0	115	0		
0	0	ecog_L105		0	116	0		
0	0	ecog_L105		0	117	0		
0	0	ecog_L105		0	118	0		
0	0	ecog_L105		0	119	0		
0	0	ecog_L105		0	120	0		
0	0	ecog_L105		0	121	0		
0	0	ecog_L105		0	122	0		
0	0	ecog_L105		0	123	0		
0	0	ecog_L105		0	124	0		
0	0	ecog_L105		0	125	0		
0	0	ecog_L105		0	126	0		
0	0	ecog_L105		0	127	0		
0	0	ecog_L105		0	128	0		
0	0	ecog_L105		0	129	0		
0	0	ecog_L105		0	130	0		
0	0	ecog_L105		0	131	0		
0	0	ecog_L105		0	132	0		
0	0	ecog_L105		0	133	0		
0	0	ecog_L105		0	134	0		
0	0	ecog_L105		0	135	0		
0	0	ecog_L105		0	136	0		
0	0	ecog_L105		0	137	0		
0	0	ecog_L105		0	138	0		
0	0	ecog_L105		0	139	0		
0	0	ecog_L105		0	140	0		
0	0	ecog_L105		0	141	0		
0	0	ecog_L105		0	142	0		
0	0	ecog_L105		0	143	0		
0	0	ecog_L105		0	144	0		
0	0	ecog_L106		0	1	0		
0	0	ecog_L106		0	2	0		
0	0	ecog_L106		0	3	0		
0	0	ecog_L106		0	4	0		
0	0	ecog_L106		0	5	0		
0	0	ecog_L106		0	6	0		
0	0	ecog_L106		0	7	0		
0	0	ecog_L106		0	8	0		
0	0	ecog_L106		0	9	0		
0	0	ecog_L106		0	10	0		
0	0	ecog_L106		0	11	0		
0	0	ecog_L106		0	12	0		
0	0	ecog_L106		0	13	0		
0	0	ecog_L106		0	14	0		
0	0	ecog_L106		0	15	0		
0	0	ecog_L106		0	16	0		
0	0	ecog_L106		0	17	0		
0	0	ecog_L106		0	18	0		
0	0	ecog_L106		0	19	0		
0	0	ecog_L106		0	20	0		
0	0	ecog_L106		0	21	0		
0	0	ecog_L106		0	22	0		
0	0	ecog_L106		0	23	0		
0	0	ecog_L106		0	24	0		
0	0	ecog_L106		0	25	0		
0	0	ecog_L106		0	26	0		
0	0	ecog_L106		0	27	0		
0	0	ecog_L106		0	28	0		
0	0	ecog_L106		0	29	0		
0	0	ecog_L106		0	30	0		
0	0	ecog_L106		0	31	0		
0	0	ecog_L106		0	32	0		
0	0	ecog_L106		0	33	0		
0	0	ecog_L106		0	34	0		
0	0	ecog_L106		0	35	0		
0	0	ecog_L106		0	36	0		
0	0	ecog_L106		0	37	0		
0	0	ecog_L106		0	38	0		
0	0	ecog_L106		0	39	0		
0	0	ecog_L106		0	40	0		
0	0	ecog_L106		0	41	0		
0	0	ecog_L106		0	42	0		
0	0	ecog_L106		0	43	0		
0	0	ecog_L106		0	44	0		
0	0	ecog_L106		0	45	0		
0	0	ecog_L106		0	46	0		
